project_id,project_name,project_type,state,district,latitude,longitude,land_area_acres,affected_families,planned_duration_days,historical_district_delay_rate,historical_project_type_delay_rate,current_stage,notification_status,documentation_completion_pct,approval_delay_days,pending_approvals,compensation_approved_pct,compensation_paid_pct,compensation_pending_families,legal_disputes,average_dispute_age_days,ownership_conflicts,rr_progress_pct,rehabilitation_pending_families,possession_pct,stakeholder_response_days,department_backlog,current_elapsed_days,delayed,actual_delay_days,planned_completion_date,actual_completion_date
PRJ-2225,Smart City Node (Chennai),Urban Development,Tamil Nadu,Chennai,13.100978304186427,80.27778130711162,117.2,31,1298,0.21239780813448106,0.25,Compensation Disbursement,Completed,97.4,189.0,0,97.8,9.9,27,1,275.3,0,0.0,31,0.0,49.0,57,950,1,574.0,2026-05-13,2027-12-08
PRJ-2226,Power/Grid Development Project - Vadodara,Power/Grid,Gujarat,Vadodara,22.2906892770176,73.19817849649668,344.4,171,1098,0.26685785941408724,0.2,Survey & Documentation,Completed,66.9,5.0,2,0.0,0.0,171,1,150.5,1,0.0,171,0.0,32.0,29,361,1,518.0,2025-01-09,2026-06-11
PRJ-2227,Industrial Corridor (Mysuru),Urban Development,Karnataka,Mysuru,12.268346582446094,76.67477963139251,288.3,242,556,0.27169689718381507,0.25,Compensation Assessment,Completed,96.0,197.0,3,59.2,0.0,242,3,295.8,3,0.0,242,0.0,47.0,48,275,1,373.0,2023-06-08,2024-06-15
PRJ-2228,Reservoir Link - Noida,Irrigation,Uttar Pradesh,Noida,28.50301827403692,77.35006052344585,285.5,122,1228,0.4829770563201687,0.4,Compensation Disbursement,Completed,85.0,218.0,0,96.4,13.9,105,1,64.1,1,0.0,122,0.0,43.0,58,745,1,624.0,2024-06-30,2026-03-16
PRJ-2229,Power/Grid Development Project - Nagpur,Power/Grid,Maharashtra,Nagpur,21.179692729139866,79.11314704368375,862.5,462,470,0.44279757672456205,0.2,Objections / Legal Review,Completed,89.7,20.0,0,0.0,0.0,462,3,311.1,0,0.0,462,0.0,28.0,45,212,0,0.0,2023-04-12,2023-04-12
PRJ-2230,Gandhinagar Metro Phase 1 - Line C,Metro,Gujarat,Gandhinagar,23.177516677084213,72.5908494903228,90.0,145,1430,0.33242799368681436,0.5,Notification,In Progress,11.0,12.0,1,0.0,0.0,145,1,43.0,3,0.0,145,0.0,27.0,2,288,1,544.0,2025-04-09,2026-10-05
PRJ-2231,Mangaluru Rail Link & Yard Expansion,Railway,Karnataka,Mangaluru,12.954707890618403,74.88919181786359,227.0,330,1376,0.3227780074568463,0.45,Compensation Disbursement,Completed,96.8,91.0,0,97.2,54.7,149,0,0.0,4,0.0,330,0.0,52.0,39,1053,1,572.0,2026-03-23,2027-10-16
PRJ-2232,Gandhinagar Metro Phase 1 - Line B,Metro,Gujarat,Gandhinagar,23.194870884843958,72.6558836889856,406.9,617,1491,0.33242799368681436,0.5,Survey & Documentation,Completed,75.2,42.0,1,0.0,0.0,617,0,0.0,2,0.0,617,0.0,10.0,32,442,1,604.0,2025-06-26,2027-02-20
PRJ-2233,Industrial Corridor (Pune),Urban Development,Maharashtra,Pune,18.475299222385736,73.85754571908572,193.3,306,1272,0.5302857225639664,0.25,Notification,In Progress,20.4,122.0,3,0.0,0.0,306,0,0.0,2,0.0,306,0.0,64.0,14,302,1,608.0,2024-10-29,2026-06-29
PRJ-2234,SEZ Hub (Kanpur),Urban Development,Uttar Pradesh,Kanpur,26.392147635047248,80.31889222571058,331.7,303,1484,0.5379639408647977,0.25,Objections / Legal Review,Completed,86.5,14.0,2,0.0,0.0,303,3,221.4,1,0.0,303,0.0,38.0,21,776,1,583.0,2025-04-22,2026-11-26
PRJ-2235,Gandhinagar Rail Link & Yard Expansion,Railway,Gujarat,Gandhinagar,23.164581138576565,72.63391766161882,127.0,218,1042,0.33242799368681436,0.45,Preliminary Identification,Pending,13.3,14.0,1,0.0,0.0,218,1,178.3,0,0.0,218,0.0,40.0,22,118,1,572.0,2025-09-08,2027-04-03
PRJ-2236,Tech Park Site (Tiruchirappalli),Urban Development,Tamil Nadu,Tiruchirappalli,10.781101797622346,78.69802620319656,198.6,218,521,0.3904460046972835,0.25,Compensation Disbursement,Completed,96.9,16.0,0,91.4,60.6,85,3,244.9,2,0.0,218,0.0,46.0,44,320,0,0.0,2023-03-19,2023-03-19
PRJ-2237,Belagavi Metro Phase 2 - Line B,Metro,Karnataka,Belagavi,15.79513975624576,74.48109396095381,31.5,41,1049,0.26649165607921677,0.5,Compensation Disbursement,Completed,96.3,27.0,0,93.1,56.7,17,0,0.0,0,0.0,41,0.0,39.0,67,838,0,0.0,2024-06-17,2024-06-17
PRJ-2238,Power/Grid Development Project - Surat,Power/Grid,Gujarat,Surat,21.20097806189199,72.81536972480244,870.4,1180,496,0.20579754426081673,0.2,Survey & Documentation,Completed,30.2,2.0,1,0.0,0.0,1180,1,332.4,3,0.0,1180,0.0,47.0,10,182,1,352.0,2023-05-15,2024-05-01
PRJ-2239,Power/Grid Development Project - Mangaluru,Power/Grid,Karnataka,Mangaluru,12.939920634313149,74.84033744683605,341.9,200,1376,0.3227780074568463,0.2,Possession,Completed,91.8,184.0,0,91.9,89.7,20,2,221.9,0,90.7,18,29.6,31.0,62,1318,0,0.0,2025-10-29,2025-10-29
PRJ-2240,Rural Route-416 (Coimbatore Segment),Highway,Tamil Nadu,Coimbatore,11.007588732978823,76.9634670535395,426.2,633,723,0.1732334448672798,0.35,Rehabilitation & Resettlement,Completed,87.6,163.0,0,99.5,94.0,37,1,242.9,0,46.9,335,0.0,33.0,9,541,1,328.0,2024-04-07,2025-03-01
PRJ-2241,Canal Network - Varanasi,Irrigation,Uttar Pradesh,Varanasi,25.371681832416847,82.9269632535976,257.0,235,1403,0.23493564427131047,0.4,Notification,In Progress,8.9,29.0,0,0.0,0.0,235,1,219.5,0,0.0,235,0.0,28.0,40,280,1,636.0,2025-03-22,2026-12-18
PRJ-2242,Industrial Corridor (Varanasi),Urban Development,Uttar Pradesh,Varanasi,25.26154965223934,82.9868548620572,61.2,38,254,0.23493564427131047,0.25,Compensation Disbursement,Completed,90.1,150.0,0,91.8,44.7,21,2,272.9,1,0.0,38,0.0,54.0,39,189,1,269.0,2022-07-23,2023-04-18
PRJ-2243,Salem Metro Phase 2 - Line C,Metro,Tamil Nadu,Salem,11.718191650671413,78.20476677590656,26.3,19,955,0.4332290311184182,0.5,Objections / Legal Review,Completed,93.9,31.0,3,0.0,0.0,19,2,109.5,2,0.0,19,0.0,33.0,56,345,1,441.0,2023-10-08,2024-12-22
PRJ-2244,SEZ Hub (Belagavi),Urban Development,Karnataka,Belagavi,15.84779970968704,74.49386979453021,420.0,202,396,0.26649165607921677,0.25,Compensation Disbursement,Completed,95.8,1.0,0,91.4,25.2,151,1,176.5,4,0.0,202,0.0,40.0,79,303,1,331.0,2023-02-04,2024-01-01
PRJ-2245,Tech Park Site (Gandhinagar),Urban Development,Gujarat,Gandhinagar,23.23299565248942,72.64357617086459,120.9,212,812,0.33242799368681436,0.25,Rehabilitation & Resettlement,Completed,96.6,33.0,0,95.4,99.9,0,1,117.8,3,82.9,36,0.0,49.0,42,715,0,0.0,2023-05-17,2023-05-17
PRJ-2246,International Airport Runway Phase 2 - Tiruchirappalli,Airport,Tamil Nadu,Tiruchirappalli,10.806590566913695,78.74957993106455,81.3,160,711,0.3904460046972835,0.55,Notification,In Progress,14.6,33.0,1,0.0,0.0,160,3,34.3,2,0.0,160,0.0,8.0,23,129,1,584.0,2023-06-29,2025-02-02
PRJ-2247,SH Route-633 (Thane Segment),Highway,Maharashtra,Thane,19.247856740338513,72.97772528700241,185.0,147,628,0.38946339367881466,0.35,Compensation Disbursement,Completed,85.2,210.0,0,95.5,28.6,104,2,241.2,3,0.0,147,0.0,49.0,3,403,1,495.0,2023-01-31,2024-06-09
PRJ-2248,Mysuru Metro Phase 1 - Line A,Metro,Karnataka,Mysuru,12.29122373508002,76.65615220982157,129.3,105,1210,0.27169689718381507,0.5,Rehabilitation & Resettlement,Completed,85.7,88.0,0,96.1,98.8,1,0,0.0,1,64.4,37,0.0,38.0,54,955,0,0.0,2025-08-21,2025-08-21
PRJ-2249,Noida Metro Phase 1 - Line A,Metro,Uttar Pradesh,Noida,28.530184754130435,77.38593352215189,230.9,138,1068,0.4829770563201687,0.5,Survey & Documentation,Completed,79.9,93.0,3,0.0,0.0,138,1,101.9,2,0.0,138,0.0,45.0,28,415,1,493.0,2025-11-27,2027-04-04
PRJ-2250,SEZ Hub (Salem),Urban Development,Tamil Nadu,Salem,11.606256708214381,78.10688769648888,152.2,246,572,0.4332290311184182,0.25,Notification,In Progress,21.8,53.0,1,0.0,0.0,246,2,278.5,0,0.0,246,0.0,44.0,44,108,1,470.0,2023-10-03,2025-01-15
PRJ-2251,High-Speed Route-459 (Kanpur Segment),Highway,Uttar Pradesh,Kanpur,26.44852163679949,80.37061841508604,259.0,153,1350,0.5379639408647977,0.35,Preliminary Identification,Pending,15.6,11.0,0,0.0,0.0,153,0,0.0,1,0.0,153,0.0,23.0,79,163,1,575.0,2025-05-29,2026-12-25
PRJ-2252,Power/Grid Development Project - Mysuru,Power/Grid,Karnataka,Mysuru,12.269247240807255,76.64211721197573,404.0,686,495,0.27169689718381507,0.2,Notification,In Progress,0.9,9.0,3,0.0,0.0,686,0,0.0,1,0.0,686,0.0,40.0,40,105,1,339.0,2023-04-09,2024-03-13
PRJ-2253,Lucknow Metro Phase 2 - Line A,Metro,Uttar Pradesh,Lucknow,26.828095450171105,80.89877647874475,63.5,89,633,0.15823379771832097,0.5,Preliminary Identification,Pending,23.9,6.0,0,0.0,0.0,89,3,15.1,4,0.0,89,0.0,47.0,24,72,1,390.0,2022-11-05,2023-11-30
PRJ-2254,Power/Grid Development Project - Salem,Power/Grid,Tamil Nadu,Salem,11.719295817968558,78.18856086443003,99.9,175,1390,0.4332290311184182,0.2,Survey & Documentation,Completed,65.4,102.0,0,0.0,0.0,175,1,159.8,1,0.0,175,0.0,39.0,38,495,1,631.0,2025-03-17,2026-12-08
PRJ-2255,Urban Route-814 (Mysuru Segment),Highway,Karnataka,Mysuru,12.245219090936029,76.66577447149619,134.8,165,992,0.27169689718381507,0.35,Survey & Documentation,Completed,68.8,7.0,3,0.0,0.0,165,3,310.7,0,0.0,165,0.0,51.0,47,317,0,0.0,2024-06-26,2024-06-26
PRJ-2256,Power/Grid Development Project - Mumbai,Power/Grid,Maharashtra,Mumbai,19.0577095885229,72.93708197684742,674.3,891,497,0.299816047538945,0.2,Notification,In Progress,19.8,0.0,3,0.0,0.0,891,2,305.3,0,0.0,891,0.0,15.0,3,93,1,322.0,2023-01-30,2023-12-18
PRJ-2257,Salem Rail Link & Yard Expansion,Railway,Tamil Nadu,Salem,11.640587822379478,78.1146486134435,110.9,148,573,0.4332290311184182,0.45,Compensation Disbursement,Completed,87.3,297.0,0,97.5,34.7,96,0,0.0,0,0.0,148,0.0,67.0,39,391,1,342.0,2024-05-14,2025-04-21
PRJ-2258,International Airport Runway Phase 2 - Rajkot,Airport,Gujarat,Rajkot,22.31204686579665,70.84241513960119,116.0,190,558,0.29654473731747666,0.55,Possession,Completed,90.7,14.0,0,97.6,91.9,15,0,0.0,2,95.7,8,52.6,24.0,24,595,0,0.0,2023-11-12,2023-11-12
PRJ-2259,Tech Park Site (Chennai),Industrial Area,Tamil Nadu,Chennai,13.045802264618377,80.29582833236633,232.0,375,884,0.21239780813448106,0.3,Rehabilitation & Resettlement,Completed,89.9,6.0,0,92.0,83.4,62,0,0.0,3,67.9,120,0.0,27.0,42,598,0,0.0,2023-12-08,2023-12-08
PRJ-2260,Mangaluru Metro Phase 2 - Line B,Metro,Karnataka,Mangaluru,12.861468789976934,74.90627216917325,128.7,165,973,0.3227780074568463,0.5,Survey & Documentation,Completed,77.9,46.0,3,0.0,0.0,165,1,233.3,3,0.0,165,0.0,41.0,52,315,1,431.0,2023-12-19,2025-02-22
PRJ-2261,Canal Network - Madurai,Irrigation,Tamil Nadu,Madurai,9.874928989937676,78.1695077651613,624.1,758,1221,0.4964704583099741,0.4,Compensation Disbursement,Completed,88.4,248.0,0,95.4,11.1,673,0,0.0,2,0.0,758,0.0,43.0,29,912,1,544.0,2025-06-10,2026-12-06
PRJ-2262,International Airport Runway Phase 2 - Nagpur,Airport,Maharashtra,Nagpur,21.144696869934325,79.08197093353552,469.7,794,1006,0.44279757672456205,0.55,Possession,Completed,99.0,30.0,0,99.1,84.5,122,1,183.9,4,86.1,110,16.7,39.0,58,742,0,0.0,2025-08-21,2025-08-21
PRJ-2263,Smart City Node (Nagpur),Industrial Area,Maharashtra,Nagpur,21.202596849540047,79.14704610132378,164.1,293,328,0.44279757672456205,0.3,Rehabilitation & Resettlement,Completed,97.5,35.0,0,96.7,92.1,23,0,0.0,2,18.4,239,0.0,38.0,53,240,0,0.0,2023-08-15,2023-08-15
PRJ-2264,Power/Grid Development Project - Vadodara,Power/Grid,Gujarat,Vadodara,22.325221375115323,73.13645431502285,227.0,302,737,0.26685785941408724,0.2,Rehabilitation & Resettlement,Completed,91.6,44.0,0,94.8,90.3,29,2,328.3,3,55.0,135,0.0,46.0,76,568,1,331.0,2024-02-07,2025-01-03
PRJ-2265,Kanpur Metro Phase 2 - Line B,Metro,Uttar Pradesh,Kanpur,26.450640410278623,80.33539957211468,32.0,18,1215,0.5379639408647977,0.5,Rehabilitation & Resettlement,Completed,98.7,18.0,0,93.0,94.0,1,0,0.0,2,47.9,9,0.0,34.0,22,1075,0,0.0,2024-12-03,2024-12-03
PRJ-2266,Power/Grid Development Project - Hubballi,Power/Grid,Karnataka,Hubballi,15.366433571376236,75.1323390206224,258.0,106,921,0.35990257265289516,0.2,Survey & Documentation,Completed,73.6,10.0,0,0.0,0.0,106,0,0.0,0,0.0,106,0.0,21.0,54,332,1,479.0,2024-12-06,2026-03-30
PRJ-2267,Mysuru Rail Link & Yard Expansion,Railway,Karnataka,Mysuru,12.238046965655327,76.66474727377646,265.7,426,641,0.27169689718381507,0.45,Notification,In Progress,12.6,70.0,2,0.0,0.0,426,0,0.0,3,0.0,426,0.0,18.0,79,126,1,393.0,2024-09-08,2025-10-06
PRJ-2268,Dedicated Route-795 (Kanpur Segment),Highway,Uttar Pradesh,Kanpur,26.475387316234357,80.28575637302136,109.0,45,1363,0.5379639408647977,0.35,Objections / Legal Review,Completed,94.0,85.0,0,0.0,0.0,45,3,242.4,1,0.0,45,0.0,57.0,35,708,1,605.0,2025-03-23,2026-11-18
PRJ-2269,Nashik Metro Phase 1 - Line C,Metro,Maharashtra,Nashik,20.005928733093494,73.7980033418923,69.6,53,1156,0.2124074561769746,0.5,Preliminary Identification,Pending,12.0,21.0,0,0.0,0.0,53,2,164.1,3,0.0,53,0.0,28.0,38,148,1,542.0,2026-02-15,2027-08-11
PRJ-2270,SEZ Hub (Pune),Industrial Area,Maharashtra,Pune,18.542294050422846,73.80694772305621,513.2,308,874,0.5302857225639664,0.3,Possession,Completed,94.2,383.0,0,92.6,82.6,53,0,0.0,4,86.5,41,45.2,59.0,60,719,0,0.0,2024-04-05,2024-04-05
PRJ-2271,SEZ Hub (Coimbatore),Industrial Area,Tamil Nadu,Coimbatore,11.031980396871932,76.92949023408956,131.3,162,746,0.1732334448672798,0.3,Objections / Legal Review,Completed,92.2,44.0,1,0.0,0.0,162,2,291.0,1,0.0,162,0.0,40.0,17,280,1,363.0,2023-05-23,2024-05-20
PRJ-2272,Vadodara Rail Link & Yard Expansion,Railway,Gujarat,Vadodara,22.308040358859543,73.2139988263245,232.1,277,445,0.26685785941408724,0.45,Possession,Completed,90.6,370.0,0,91.2,97.8,5,1,216.3,0,92.9,19,15.6,68.0,51,346,0,0.0,2022-07-17,2022-07-17
PRJ-2273,Surat Rail Link & Yard Expansion,Railway,Gujarat,Surat,21.19487751236356,72.78536836212136,26.8,28,726,0.20579754426081673,0.45,Rehabilitation & Resettlement,Completed,97.5,111.0,0,96.6,88.2,3,0,0.0,5,17.6,23,0.0,61.0,16,594,1,327.0,2023-05-18,2024-04-09
PRJ-2274,Smart City Node (Rajkot),Urban Development,Gujarat,Rajkot,22.31484217445393,70.85849398371289,126.9,76,259,0.29654473731747666,0.25,Objections / Legal Review,Completed,96.6,69.0,0,0.0,0.0,76,2,45.5,3,0.0,76,0.0,41.0,9,103,1,318.0,2023-06-15,2024-04-28
PRJ-2275,Madurai Metro Phase 1 - Line C,Metro,Tamil Nadu,Madurai,9.8840123324802,78.16214885052705,359.9,524,697,0.4964704583099741,0.5,Notification,In Progress,24.5,5.0,3,0.0,0.0,524,1,93.4,2,0.0,524,0.0,19.0,26,149,1,362.0,2023-02-14,2024-02-11
PRJ-2276,Power/Grid Development Project - Ahmedabad,Power/Grid,Gujarat,Ahmedabad,23.046805769666452,72.60428039754918,118.1,206,1271,0.3947411578889518,0.2,Survey & Documentation,Completed,44.2,6.0,2,0.0,0.0,206,1,123.6,0,0.0,206,0.0,33.0,28,508,0,0.0,2024-08-30,2024-08-30
PRJ-2277,Reservoir Link - Noida,Irrigation,Uttar Pradesh,Noida,28.509334999257117,77.36554667152559,204.8,68,881,0.4829770563201687,0.4,Compensation Disbursement,Completed,85.2,148.0,0,92.4,74.2,17,0,0.0,1,0.0,68,0.0,21.0,29,626,1,391.0,2024-01-28,2025-02-22
PRJ-2278,SEZ Hub (Coimbatore),Industrial Area,Tamil Nadu,Coimbatore,11.065522334693178,76.9389798438511,67.1,35,423,0.1732334448672798,0.3,Rehabilitation & Resettlement,Completed,92.0,92.0,0,93.3,99.7,0,0,0.0,2,65.3,12,0.0,38.0,21,353,0,0.0,2023-07-29,2023-07-29
PRJ-2279,Industrial Corridor (Varanasi),Industrial Area,Uttar Pradesh,Varanasi,25.265161846883135,82.98597160442954,127.8,165,188,0.23493564427131047,0.3,Possession,Completed,91.2,75.0,0,97.1,91.5,14,2,263.0,2,96.6,5,35.4,20.0,17,136,0,0.0,2021-09-04,2021-09-04
PRJ-2280,Madurai Rail Link & Yard Expansion,Railway,Tamil Nadu,Madurai,9.880178120285022,78.15539154896895,545.2,826,1360,0.4964704583099741,0.45,Notification,In Progress,12.3,17.0,3,0.0,0.0,826,3,183.9,1,0.0,826,0.0,26.0,42,265,1,560.0,2025-03-21,2026-10-02
PRJ-2281,International Airport Runway Phase 1 - Rajkot,Airport,Gujarat,Rajkot,22.320909573100124,70.84716718062654,187.2,286,643,0.29654473731747666,0.55,Notification,In Progress,21.3,1.0,0,0.0,0.0,286,1,339.8,3,0.0,286,0.0,9.0,34,134,1,397.0,2024-09-17,2025-10-19
PRJ-2282,Lucknow Rail Link & Yard Expansion,Railway,Uttar Pradesh,Lucknow,26.880880469973913,80.89965363780058,484.4,663,825,0.15823379771832097,0.45,Preliminary Identification,Pending,19.4,16.0,0,0.0,0.0,663,0,0.0,0,0.0,663,0.0,60.0,39,109,1,457.0,2024-12-31,2026-04-02
PRJ-2283,Reservoir Link - Lucknow,Irrigation,Uttar Pradesh,Lucknow,26.83242848117213,80.97914722998975,484.6,792,428,0.15823379771832097,0.4,Survey & Documentation,Completed,44.4,35.0,1,0.0,0.0,792,0,0.0,1,0.0,792,0.0,27.0,40,122,1,468.0,2024-02-20,2025-06-02
PRJ-2284,Power/Grid Development Project - Agra,Power/Grid,Uttar Pradesh,Agra,27.16678097679196,78.0647838581736,597.0,332,502,0.22272998688284024,0.2,Rehabilitation & Resettlement,Completed,89.4,53.0,0,93.4,83.6,54,1,47.1,1,20.9,262,0.0,41.0,45,401,0,0.0,2023-11-24,2023-11-24
PRJ-2285,Power/Grid Development Project - Salem,Power/Grid,Tamil Nadu,Salem,11.692588853987214,78.08785999000284,471.5,190,735,0.4332290311184182,0.2,Notification,In Progress,17.2,46.0,0,0.0,0.0,190,0,0.0,3,0.0,190,0.0,51.0,25,159,1,416.0,2024-09-11,2025-11-01
PRJ-2286,International Airport Runway Phase 1 - Hubballi,Airport,Karnataka,Hubballi,15.4102982829873,75.07609657418422,20.7,29,572,0.35990257265289516,0.55,Compensation Assessment,Completed,89.5,177.0,2,35.9,0.0,29,3,327.7,0,0.0,29,0.0,37.0,37,290,1,384.0,2024-04-10,2025-04-29
PRJ-2287,Tech Park Site (Gandhinagar),Industrial Area,Gujarat,Gandhinagar,23.17246284690161,72.66503908807333,563.7,872,1431,0.33242799368681436,0.3,Objections / Legal Review,Completed,89.7,46.0,2,0.0,0.0,872,3,172.5,4,0.0,872,0.0,19.0,75,716,1,580.0,2025-12-05,2027-07-08
PRJ-2288,Varanasi Rail Link & Yard Expansion,Railway,Uttar Pradesh,Varanasi,25.361396227131657,82.97826195534795,49.6,72,1098,0.23493564427131047,0.45,Survey & Documentation,Completed,51.1,56.0,2,0.0,0.0,72,0,0.0,0,0.0,72,0.0,47.0,55,410,1,514.0,2024-03-15,2025-08-11
PRJ-2289,Smart City Node (Belagavi),Urban Development,Karnataka,Belagavi,15.824385967953495,74.47985786543038,28.1,51,748,0.26649165607921677,0.25,Compensation Assessment,Completed,99.9,16.0,2,68.1,0.0,51,3,90.2,4,0.0,51,0.0,27.0,44,482,1,359.0,2024-06-27,2025-06-21
PRJ-2290,Power/Grid Development Project - Rajkot,Power/Grid,Gujarat,Rajkot,22.285046719551527,70.78140137245714,31.4,58,423,0.29654473731747666,0.2,Compensation Assessment,Completed,96.0,1.0,1,51.6,0.0,58,2,335.2,1,0.0,58,0.0,56.0,20,241,1,342.0,2022-06-14,2023-05-22
PRJ-2291,Canal Network - Gandhinagar,Irrigation,Gujarat,Gandhinagar,23.184749160618598,72.64996405135551,105.8,154,1260,0.33242799368681436,0.4,Survey & Documentation,Completed,48.8,20.0,0,0.0,0.0,154,1,252.6,4,0.0,154,0.0,29.0,11,444,1,484.0,2025-03-03,2026-06-30
PRJ-2292,Agra Metro Phase 1 - Line A,Metro,Uttar Pradesh,Agra,27.22474863822781,77.98494988957,213.9,67,1346,0.22272998688284024,0.5,Compensation Disbursement,Completed,96.2,60.0,0,95.7,17.1,55,1,225.9,0,0.0,67,0.0,16.0,2,955,0,0.0,2025-01-02,2025-01-02
PRJ-2293,SH Route-30 (Agra Segment),Highway,Uttar Pradesh,Agra,27.13910331569537,78.04872931996456,122.9,60,371,0.22272998688284024,0.35,Survey & Documentation,Completed,42.3,109.0,3,0.0,0.0,60,1,315.3,2,0.0,60,0.0,45.0,74,145,1,332.0,2022-11-22,2023-10-20
PRJ-2294,Greenfield Route-269 (Coimbatore Segment),Highway,Tamil Nadu,Coimbatore,11.045813999706764,77.00750044378718,25.2,56,698,0.1732334448672798,0.35,Compensation Disbursement,Completed,95.5,79.0,0,94.6,14.5,47,0,0.0,2,0.0,56,0.0,26.0,21,529,1,343.0,2023-11-18,2024-10-26
PRJ-2295,Urban Route-475 (Mysuru Segment),Highway,Karnataka,Mysuru,12.255662368272588,76.59671015769399,149.4,87,1139,0.27169689718381507,0.35,Possession,Completed,97.8,554.0,0,94.3,83.3,14,1,88.5,3,90.7,8,67.0,80.0,69,1023,0,0.0,2025-04-04,2025-04-04
PRJ-2296,Tech Park Site (Belagavi),Urban Development,Karnataka,Belagavi,15.8546715273166,74.51143203858021,136.7,37,1478,0.26649165607921677,0.25,Compensation Disbursement,Completed,86.6,27.0,0,93.0,41.1,21,3,245.8,1,0.0,37,0.0,26.0,33,976,1,512.0,2025-08-27,2027-01-21
PRJ-2297,SEZ Hub (Varanasi),Industrial Area,Uttar Pradesh,Varanasi,25.31522081302315,82.98577599635887,302.8,511,1242,0.23493564427131047,0.3,Objections / Legal Review,Completed,91.9,82.0,2,0.0,0.0,511,2,127.8,2,0.0,511,0.0,22.0,34,541,1,504.0,2025-07-03,2026-11-19
PRJ-2298,Vadodara Rail Link & Yard Expansion,Railway,Gujarat,Vadodara,22.26884557226501,73.1787536504997,85.6,142,372,0.26685785941408724,0.45,Compensation Disbursement,Completed,91.3,76.0,0,92.3,19.9,113,0,0.0,1,0.0,142,0.0,33.0,77,211,1,278.0,2022-12-05,2023-09-09
PRJ-2299,International Airport Runway Phase 1 - Lucknow,Airport,Uttar Pradesh,Lucknow,26.86567110731276,80.93812477390985,69.1,40,506,0.15823379771832097,0.55,Rehabilitation & Resettlement,Completed,96.0,22.0,0,90.4,90.7,3,0,0.0,1,34.8,26,0.0,5.0,13,419,0,0.0,2023-02-18,2023-02-18
PRJ-2300,Tech Park Site (Surat),Urban Development,Gujarat,Surat,21.191733680297993,72.82524295366646,79.1,119,662,0.20579754426081673,0.25,Survey & Documentation,Completed,36.5,47.0,0,0.0,0.0,119,1,341.5,2,0.0,119,0.0,33.0,16,211,1,417.0,2024-06-18,2025-08-09
PRJ-2301,SEZ Hub (Gandhinagar),Urban Development,Gujarat,Gandhinagar,23.19563194970107,72.61333260565044,92.4,44,204,0.33242799368681436,0.25,Compensation Disbursement,Completed,93.6,85.0,0,96.2,27.7,31,1,339.9,2,0.0,44,0.0,53.0,21,118,1,299.0,2021-12-20,2022-10-15
PRJ-2302,Power/Grid Development Project - Lucknow,Power/Grid,Uttar Pradesh,Lucknow,26.836008247078627,80.88897075472187,202.8,141,281,0.15823379771832097,0.2,Objections / Legal Review,Completed,91.5,105.0,0,0.0,0.0,141,2,106.9,3,0.0,141,0.0,49.0,46,131,1,303.0,2021-11-02,2022-09-01
PRJ-2303,Pune Metro Phase 2 - Line C,Metro,Maharashtra,Pune,18.540623016613534,73.89811267691763,147.6,188,842,0.5302857225639664,0.5,Rehabilitation & Resettlement,Completed,88.0,40.0,0,99.5,82.7,32,0,0.0,1,75.9,45,0.0,38.0,24,565,0,0.0,2024-06-24,2024-06-24
PRJ-2304,Smart City Node (Hubballi),Urban Development,Karnataka,Hubballi,15.347255251333173,75.069523976337,102.2,155,396,0.35990257265289516,0.25,Survey & Documentation,Completed,48.2,41.0,1,0.0,0.0,155,0,0.0,3,0.0,155,0.0,9.0,77,121,1,294.0,2023-06-23,2024-04-12
PRJ-2305,Dam Construction - Rajkot,Irrigation,Gujarat,Rajkot,22.362313071686266,70.77384379065413,113.8,44,921,0.29654473731747666,0.4,Possession,Completed,92.1,99.0,0,95.6,87.2,5,1,215.5,1,97.8,0,34.3,20.0,64,691,0,0.0,2023-08-23,2023-08-23
PRJ-2306,Gandhinagar Metro Phase 1 - Line A,Metro,Gujarat,Gandhinagar,23.17079453460289,72.62127030095677,112.7,97,446,0.33242799368681436,0.5,Compensation Assessment,Completed,92.5,47.0,1,88.4,0.0,97,1,111.1,2,0.0,97,0.0,29.0,20,251,1,363.0,2022-11-05,2023-11-03
PRJ-2307,Canal Network - Nagpur,Irrigation,Maharashtra,Nagpur,21.174426844876027,79.06346999162687,738.0,419,341,0.44279757672456205,0.4,Objections / Legal Review,Completed,85.6,56.0,0,0.0,0.0,419,3,95.7,2,0.0,419,0.0,28.0,11,149,1,276.0,2023-04-17,2024-01-18
PRJ-2308,Industrial Corridor (Coimbatore),Industrial Area,Tamil Nadu,Coimbatore,11.025764384470339,76.94566719933245,73.1,149,466,0.1732334448672798,0.3,Objections / Legal Review,Completed,88.5,31.0,1,0.0,0.0,149,4,307.0,3,0.0,149,0.0,49.0,36,218,1,329.0,2023-04-03,2024-02-26
PRJ-2309,Nashik Rail Link & Yard Expansion,Railway,Maharashtra,Nashik,19.95163167907319,73.76943444149906,360.8,470,857,0.2124074561769746,0.45,Survey & Documentation,Completed,58.3,86.0,2,0.0,0.0,470,1,151.6,3,0.0,470,0.0,54.0,64,299,1,485.0,2023-10-24,2025-02-20
PRJ-2310,Greenfield Route-957 (Mumbai Segment),Highway,Maharashtra,Mumbai,19.10298446068569,72.89114046767978,266.3,233,1065,0.299816047538945,0.35,Notification,In Progress,20.2,18.0,3,0.0,0.0,233,2,184.9,1,0.0,233,0.0,31.0,47,242,1,507.0,2025-06-08,2026-10-28
